"dc:title","dcterms:alternative","dc:creator","dc:subject","dc:description","dc:publisher","dc:contributor","dc:type","dc:format","dc:identifier","dc:source","dc:language","dcterms:isPartOf","dcterms:spatial","dcterms:temporal","dc:rights","1000_pixel_jpg","150_pixel_jpg","SLQ_Digitool_viewer"
"Estate map of St. Bernard Estate, Tambourine Mountain, Queensland, 1893","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Tambourine Mountain region--Maps Tambourine Mountain (Qld.)","Estate map showing allotments to be sold on 30 January 1893 by Arthur Martin & Co., auctioneers. The plan includes a local sketch of the area. The land covered an area adjacent to Alpine Terrace, Ben Nevis Street, Fern Street, Bernard Street (later known as St Bernard Street).","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758690 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758690 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Tambourine Mountain, Queensland; -27.974039,153.200974","1893","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262985&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262986","http://hdl.handle.net/10462/deriv/18534"
"Estate map of Homebush Estate, Coopers Plains, Brisbane, Queensland, 1886","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Coopers Plains (Qld.)","Estate map showing allotments to be sold on 17 April 1886 by G. T. Bell, auctioneer. The land was surveyed by Nicholas Sinnot. The plan includes a local sketch. The estate covers an area adjacent to the Coopers Plains Railway Station.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758698 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758698 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Coopers Plains, Brisbane, Queensland; -27.56757,153.038727","1886","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262989&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262990","http://hdl.handle.net/10462/deriv/18537"
"Estate map of property fronting Adelaide, Boundary and Macrossan Streets, Brisbane, Queensland, 1885","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Brisbane (Qld.)","Estate map showing allotments to be sold 16th November 1885 by John Cameron, auctioneer. The allotments covered an area adjacent to Adelaide Street and Macrossan Street in Brisbane.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758699 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758699 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Brisbane, Queensland; -27.46888,153.022827","1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262993&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262994","http://hdl.handle.net/10462/deriv/18540"
"Estate map for Tunbridge Wells Estate, Redcliffe, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Redcliffe--Maps Redcliffe (Qld.)","Estate map showing allotments for sale by Dunn & Johnson, auctioneers. The land was surveyed by Hamilton and Raff. The map included a local sketch.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758700 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758700 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Redcliffe, Queensland; -27.22217,153.107224","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262997&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=262998","http://hdl.handle.net/10462/deriv/18543"
"Estate map of North Pine Terminus, Petrie, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Petrie (Qld.)","Estate map showing allotments for sale near the North Pine River close to the bridge and opposite the railway station. The land was the property of Thomas Petrie.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758703 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758703 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Petrie, Brisbane, Queensland; -27.265421,152.966766","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263001&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263002","http://hdl.handle.net/10462/deriv/18546"
"Estate map of Princess Bridge Estate, St. Lucia, Brisbane, Queensland, 1885","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps St. Lucia (Qld.)","Estate map showing allotments for sale on 2nd August, 1885 by Arthur Martin & Co., auctioneers. The land was surveyed by Hamilton and Raff. The plan included a local sketch. The estate map also shows a plan of the proposed Princess Bridge that was to be erected across the Brisbane River at Indooroopilly.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758705 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758705 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","St. Lucia, Brisbane, Queensland; -27.494061,153.004517","1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263005&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263006","http://hdl.handle.net/10462/deriv/18549"
"Estate map of Harris Farm Estate, Hamilton, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Hamilton (Qld.)","Estate map of allotments to be sold 24th October by Hooker, Son & Elliott, auctioneers. The land was surveyed by Hamilton & Raff.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758709 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758709 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Hamilton, Brisbane, Queensland; -27.4375,153.064606","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263009&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263010","http://hdl.handle.net/10462/deriv/18552"
"Estate map of Plan 14 allotmentments, Fortitude Valley, Brisbane, Queensland, 1886","","Unidentified","plans maps suburbs posters land sales land auctions building blocks Real Property--Queensland--Brisbane--Maps Fortitude Valley (Brisbane, Qld.)","Estate map showing allotments to be sold on the 6th April 1886 by John Cameron, auctioneer. The land was surveyed by G. K. Jopp. The estate covers an area adjacent to Ivory Street, Martin Street and Brunswick Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758723 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758723 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Fortitude Valley, Brisbane, Queensland; -27.458139,153.035324","1886","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263013&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263014","http://hdl.handle.net/10462/deriv/18555"
"Estate map of the Ramsgate Estate, Humpy Bong, Redcliffe, Queensland, 1881","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Redcliffe--Maps Humpybong (Qld.)","Estate map showing allotments to be sold on 27 October 1881 at Martins City Auction Mart, Queen Street Brisbane. The land was surveyed by Hamilton & Raff. The estate covers an area adjacent to George Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758726 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758726 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Redcliffe, Queensland; -27.22217,153.107224","1881","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263017&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263018","http://hdl.handle.net/10462/deriv/18558"
"Estate map of Deepwater Point Estate, Southport, Queensland, 1885","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Southport--Maps Southport (Qld.)","Estate map showing allotments to be sold on 6 April 1885 by Arthur Martin & Co., auctioneers. The land was surveyed by G. K. Jopp. The plan includes a local sketch. The estate covered an area adjacent to Broad Street, Imperial Parade and Gordon Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758728 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758728 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Southport, Queensland; -27.96553,153.415558","1885","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263021&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263022","http://hdl.handle.net/10462/deriv/18561"
"Estate map of Fassifern Estate including Moogera Paddocks and Kents Lagoon, Fassifern, Queensland, 1906","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Fassifern--Maps Fassifern (Qld.)","Estate map showing allotments to be sold by joint agents Dalgety & Co. and Isles, Love & Co. on the 27th January, 1906. The land was surveyed by H. C. Blakeney. The estate covered an area of 4000 acres with allotment sizes from 81acres to 269 acres. The map includes local sketches of the area.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758735 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758735 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Fassifern, Queensland; -27.960819,152.579163","1906","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263025&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263026","http://hdl.handle.net/10462/deriv/18564"
"Estate map of the Seville Estate, Cavendish Road, Coorparoo, Brisbane, Queensland, 1888","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Coorparoo (Qld.)","Estate map showing twenty allotments for sale on the grounds Saturday 28th July 1888 by G. T. Bell, auctioneer. The land was surveyed by C. B. Fletcher. The plan includes a local sketch.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758740 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758740 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Coorparoo, Brisbane, Queensland; -27.49395,153.060089","1888","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263029&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263030","http://hdl.handle.net/10462/deriv/18567"
"Estate map of Railway Station Estate, Southport, Queensland, 1886","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Southport--Maps Southport (Qld.)","Estate map showing allotments to be sold on the 11th January, 1886 by John Cameron, auctioneer. The land was surveyed by G. K. Jopp. The estate covers the area next to a proposed railway station and adjacent to Nind Street, Scarborough Street, and Marine Parade, Southport.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758741 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758741 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Southport, Queensland; -27.96553,153.415558","1886","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263033&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263034","http://hdl.handle.net/10462/deriv/18570"
"Estate map of Nudgee College Estate, Nudgee, Brisbane, Queensland, 1912","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Nudgee (Qld.)","Estate map showing allotments to be sold on the 22nd June 1912 by S. J. Sweeney Esq., vendor, and P. W. Collins Ltd., auctioneers. The estate plan was drafted by Yates & Jones, George Street, Brisbane. The land was close to Nudgee Railway Station.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758745 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758745 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Nudgee, Brisbane, Queensland; -27.365601,153.091614","1912","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263037&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263038","http://hdl.handle.net/10462/deriv/18573"
"Estate map of Stanley Street Extended Estate, Coorparoo, Brisbane, Queensland, 1889","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Coorparoo (Qld.)","Estate map showing allotments for sale on the 11th May 1889 by James R. Dickson & Company, auctioneers. The land was surveyed by G. G. McLennan. The plan includes a local sketch of the area.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758747 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758747 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Coorparoo, Brisbane, Queensland; -27.49395,153.060089","1889","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263041&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263042","http://hdl.handle.net/10462/deriv/18576"
"Estate map of the Ortive Estate, Yeerongpilly, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Yeerongpilly (Qld.)","Estate map showing twenty-four allotments to be sold by G. T. Bell, auctioneer. The land covers an area adjacent to Ortive Street. The plan includes a local sketch of the area.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758752 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758752 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Yeerongpilly, Brisbane, Queensland; -27.524639,153.014465","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263045&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263046","http://hdl.handle.net/10462/deriv/18579"
"Estate map of allotments on the Redcliffe Esplanade, Redcliffe, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Redcliffe--Maps Redcliffe (Qld.)","Estate map showing allotments to be sold by F. L. Henzell & Son, Commission and Land Agents Town Hall, Brisbane. The plan is hand drawn.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758756 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758756 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Redcliffe, Brisbane, Queensland; -27.22217,153.107224","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263049&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263050","http://hdl.handle.net/10462/deriv/18582"
"Estate map of Sanatorium and Garden of Queensland, Highfields Estate, Toowoomba, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Toowoomba--Maps Highfields (Qld.)","Estate map showing allotments to be sold by Arthur Martin & Co., Auctioneer. The land covered an area adjacent to the Toowoomba town common.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758770 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758770 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Highfields, Toowoomba, Queensland; -27.464439,151.953323","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263053&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263054","http://hdl.handle.net/10462/deriv/18585"
"Estate map of the Borehole Mineral Estate, Bundamba, Ipswich, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Ipswich--Maps Bundamba (Qld.)","The estate was surveyed by R. D. Graham & Sons. The mining engineer for the area was Robert Henderson. The plan includes a cross section of the Thomas Coal Mines.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758772 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758772 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Bundamba, Ipswich, Queensland; -27.60914,152.812225","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263057&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263058","http://hdl.handle.net/10462/deriv/18588"
"Estate map of a part of the Swan Hill Estate, Windsor, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Windsor (Qld.)","Estate map showing twenty-three allotments to be sold in a public auction by Arthur Martin & Co., Auctioneers. The estate covers an area adjacent to Green Terrace, Melbourne Street and a part of what was later known as Downey Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758852 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758852 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Windsor, Brisbane, Queensland; -27.437719,153.028595","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263061&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263062","http://hdl.handle.net/10462/deriv/18591"
"Estate map of the Wolston Station Estate, Wacol, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Wacol (Qld.)","Estate map showing allotments to be sold by S. Mordant House Land Estate and General Mortgage Agent, Central Chambers Queen Street, Brisbane. The land was surveyed by G. G. McLennan. The plan includes a local sketch. The allotments were advertised as suitable for residence sites or small farms.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758862 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758862 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Wacol, Brisbane, Queensland; -27.588551,152.925095","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263065&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263066","http://hdl.handle.net/10462/deriv/18594"
"Estate map of Sefton Estate, Clayfield, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Clayfield (Qld.)","Estate map showing allotments to be sold on the 3rd October by John Cameron, Auctioneer. The plan included a local sketch. The estate was surveyed by G. K. Jopp. The land covered the area adjacent to London Road, Liverpool Road, Dublin Street, Boston Street and Berlin Road.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758865 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758865 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Clayfield, Brisbane, Queensland; -27.41213,153.05899","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263069&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263070","http://hdl.handle.net/10462/deriv/18597"
"Estate map of the Lizzy Lee Estate, Bardon, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Bardon (Qld.)","Estate map showing allotments to be sold by John Cameron, auctioneer. The land was surveyed by J. Jeays. The estate covers an area adjacent to Mackay Terrace, Bee Street, Angus Street and Lizzy Lee Road (later known as Boundary Road). The plan includes a local sketch.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758871 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758871 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Bardon, Brisbane, Queensland; -27.45804,152.986771","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263073&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263074","http://hdl.handle.net/10462/deriv/18600"
"Estate map for land at Wellington Point, in the Redland Shire","","Unidentified","suburbs plans maps posters building blocks land auctions land sales Real Property -- Queensland -- Brisbane -- Maps Wellington Point (Qld.) -- Maps","The map shows blocks of land for sale in an estate bordered by Government Road, Wellington Road and Waterloo Street, Wellington Point. The auctioneer was John F. Buckland and the auction was held on Saturday October 18th at half past 2 o'clock. No date is given.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758872 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758872 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Wellington Point, Queensland; -27.509781,153.240417","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263077&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263078","http://hdl.handle.net/10462/deriv/18711"
"Estate map of the Pineapple Estate, Kangaroo Point, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Kangaroo Point (Qld.)","Estate map showing allotments to be sold by John H. Todd, auctioneer. The estate was surveyed by Hamilton & Raff. The map includes a local sketch of the area. The land covers an area adjacent to Baines Street, Wellington Road and Jane Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758873 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758873 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Kangaroo Point, Brisbane, Queensland; -27.47801,153.035706","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263081&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263082","http://hdl.handle.net/10462/deriv/18603"
"Estate map of Paddinton West, Given Terrace, Brisbane, Queensland, 1884","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Paddington (Qld.)","Estate map showing allotments to be sold on the 22nd November 1884, by Simon Fraser & Son, Auctioneer. The land was surveyed by David Moffatt. The plan includes a local sketch. The estate covered an area between Latrobe Terrace, Alma Street, Club Street, Gladstone Street, William Street and Ewart Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758874 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758874 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Paddington, Brisbane, Queensland; -27.46195,153.006683","1884","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263085&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263086","http://hdl.handle.net/10462/deriv/18606"
"Estate map of the Gympie Railway Estate, Carseldine, Brisbane, Queensland","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps Carseldine (Qld.)","Estate map showing allotments to be sold by John W. Todd, auctioneer. The land was surveyed by Hamilton & Raff. The plan included a local sketch.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758875 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758875 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Carseldine, Brisbane, Queensland; -27.350531,153.015182","Undated","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263089&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263090","http://hdl.handle.net/10462/deriv/18609"
"Estate map of Bowen Terrace Estate, New Farm, Brisbane, Queensland, 1884","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Brisbane--Maps New Farm (Qld.)","Estate map showing allotments to be sold on the 2nd August 1884 by John W. Todd, Auctioneer. The estate was surveyed by Raff & Hamilton. The plan includes a local sketch. The allotments covered the area between Boundary Street, Bowen Terrace, Sydney Street and Moray Street.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758877 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758877 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","New Farm, Brisbane, Queensland; -27.4659,153.04451","1884","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263093&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263094","http://hdl.handle.net/10462/deriv/18612"
