Title,Description,Lat,Lon,Link,ID
Ballantyne Estate :,"Plan of allotments to be sold June 21st [1884].;John W. Todd, auctioneer; McKellar Litho.;Map shows area near Susan Street, Thomas Street, Bramble Terrace and Kennedy Terrace in Red Hill, Brisbane.;Cameron and Henzell no. 475QSL",-27.455053,152.998906,http://hdl.handle.net/10462/deriv/389763,99183294020502061
Campbelltown,"Includes information about the land and surrounded areas.;""A new township fronting to the main Humpy-Bong Road, and adjoining the Ellensvale Estate ... 1/2 miles from the beach in Deception Bay"";Includes sketch map on verso.",-27.211678,153.01334,http://hdl.handle.net/10462/deriv/comp/3783,9912339594702061
Brookfield Fruit Farms Estate.,"Plan of allotments to be sold.;At head of title: For private sale.;T.O'Connor, surveyor; W.R. Moon, land & estate agent; Yates & Jones, draftsmen.;Map shows an area of Brookfield or Pullenvale, near Moggill Creek and Moggill Road. Possibly near where Rafting Ground Road meets Moggill Road.;Cameron and Henzell no. 1985QSL",-27.515708,152.924463,http://hdl.handle.net/10462/deriv/411135,99183313403502061
"Yerong Estate, adjoining Yeronga station.","At base of title: 180 superior allotments.;Plan of allotments to be sold July 5th, [1884]. Map includes terms of sale.;Simon Fraser & Son, auctioneers; McKellar Litho.; Hamilton & Raff, surveyors.;Map shows area near Yeronga train station, between Fairfield Road and Yeronga State School.;Cameron and Henzell no. 474QSL",-27.519326,153.017771,http://hdl.handle.net/10462/deriv/389718,99183294021002061
The Overell Estate :,"Plan of allotments to be sold by auction on Saturday 12th November 1921.;'Being Sub 1 & 2 of ReSub 2 of Sub B and Resub 2 of Subs 61/63 of Allot 10 & Subs 117/118 of s.A. 21 of Portion 1 and Subs 60A of Por 429A Toombul.';Isles, Love & Co., auctioneers, Harry Raff, surveyor; H.T. James, lithographer.;Map shows allotments along Crescent Road Hamilton.;Cameron and Henzell no. 2085QSL",-27.438218,153.057543,http://hdl.handle.net/10462/deriv/420913,99183319797002061
Burleigh Heads /,"Plan of allotments to be sold by public auction on the ground, Boxing Day, Dec. 26th 1922.;H.T. James, Litho.",-28.090940,153.455985,http://hdl.handle.net/10462/deriv/371576,99183221819902061
"East Wooloongabba, known as Darrach's paddock :","Plan of allotments for sale by auction August 2nd, [1884].;John Cameron, auctioneer; Hamilton & Raff, surveyors; Gordon & Gotch, litho.;Map shows area in East Brisbane, shows Withington Street, Didsbury Street and Stanley Street.;Cameron and Henzell no. 488QSL",-27.488492,153.046797,http://hdl.handle.net/10462/deriv/389676,99183294420802061
Baroona Estate Milton,"Arthur Martin & Co., auctioneers.;Includes local sketch.;Hamilton & Raff, surveyors.",-27.464996,153.002252,http://hdl.handle.net/10462/deriv/282125,9912338954702061
"Coomoola Park, Taringa.","Plan of allotments to be sold by auction Saturday 30th April 1921.;record 'Being Subs 11 to 28 of Sub. Sec: 2, 3 & 4, Parish of Enoggera';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows allotments along Stanley Terrace near intersection of Hillsdon Road Taringa.;Cameron and Henzell no. 2055QSL",-27.488691,152.973064,http://hdl.handle.net/10462/deriv/410761,99183318020402061
"Curragh Bawn, Toowong.","Plan of allotments to be sold by auction on Saturday 29th April 1922.;'Being Subdivisons 1 to 13 of Resub A of Subdivisions 21 to 25 of Portion 23, Parish of Enoggera.';Isles, Love & Co., auctioneers; C.F. Bennett, surveyors; A. McLaren, lithographer.;Map shows allotments along Bennett Street Toowong.;Cameron and Henzell no. 2084QSL",-27.483057,152.994715,http://hdl.handle.net/10462/deriv/420914,99183319797802061
Williams' Nursery Estate,"Plan of allotments for sale on the ground, Saturday 3rd Feb. 1923. Including 22 farmlets and 15 residential blocks.;'H.T. James Lith.';'To cotton growers, poultry raisers, orchardists, strawberry growers ...';Land for sale is subdivisions11 to 37 of resubdivision 2 of uubdivision 2 of portion 19 and 20. Parish of Yeerongpilly.",-27.601017,153.076484,http://hdl.handle.net/10462/deriv/286406,9915593694702061
"Railway Station Estate, Cleveland.","Plan of allotments to be sold 9th September 1889.;'Being subdivisions 1 to 14 of allotments 1, 2 and 3 of Section 24, Town of Cleveland.';Arthur Martin & Co., auctioneers; Gordon & Gotch, litho.;Map shows area bordering Middle, Island and Shore Streets in Cleveland.;Cameron and Henzell no. 931QSL",-27.524857,153.265650,http://hdl.handle.net/10462/deriv/411133,99183312716802061
Greylands 2 :,"Plan of allotments to be sold by auction on 7th December 1918.;'Being subs & Resubs of parts of Pors 39 & 40 Parish of Indooroopilly'.;Isles, Love & Co., auctioneers; H.T. James, lithographer; Harry Raff, surveyor.;Map shows area near Ivy Street Indooroopilly.;Cameron and Henzell no.1994QSL",-27.507470,152.980328,http://hdl.handle.net/10462/deriv/410763,99183316912702061
Caloundra Heads Estate.,"Plan of allotments to be sold by public auction Saturday 20th December 1919.;Cameron Bros. Brisbane, acting in conjunction with E. Bostock & Sons, Ipswich, auctioneers; H.T. James, lithographer; F.R. Bostock, authorised surveyor.;Map shows allotments along Albert Street near King's Beach in Caloundra.;Cameron and Henzell no.1991QSL",-26.801193,153.144940,http://hdl.handle.net/10462/deriv/410765,99183316913902061
North and South Waterford :,"Plan of allotments to be sold April 27, 1885.;'Comprising subdivisions of portions 22 to 26, Parish of Mackenzie ....';John Cameron, auctioneer; Gordon and Gotch, lithographer.;Map shows area now called Waterford West.;Cameron and Henzell no. 2062QSL;Supplement to the Telegraph, Saturday April 18 [1885].;Maps issued on different coloured papers.QSL",-27.699043,153.139479,http://hdl.handle.net/10462/comp/8617,99183318016402061
"Plan of 31 allotments, Belle-Vue Estate, Parish of Toombull, County of Stanley, for sale by J. Barger & Co., George Street",,-27.421772,153.051492,http://hdl.handle.net/10462/deriv/282135,9912339704702061
"Choice allotments Walmsley Street, Kangaroo Point.","'Being subdivisions 1 to 6 of subdivisions 7 to 11 of Portions 68, Parish of Kangaroo Point';Plan of allotments to be sold on the ground on Saturday June 23rd. Includes terms of sale.;Simon Fraser and Son, auctioneers; Hamilton & Raff, surveyors.;Map shows 6 allotments on Walmsley Street.;Cameron and Henzell no. 823QSL",-27.481239,153.034828,http://hdl.handle.net/10462/deriv/398712,99183305520902061
"Plan of second section of the Hennessy Estate, Breakfast Creek","Includes local sketch and alternative terms.;Hamilton & Raff, Surveyors.;Plan includes the first section of the Hennessy Estate.",-27.440474,153.04705,http://hdl.handle.net/10462/deriv/286402,9912377844702061
"School Estate, Salisbury.","Plan of allotments to be sold on Saturday 14th May 1921.;'Being Resubs of Sub 2 of Por 177, Parish of Yeerongpilly'.;Cameron Bros., auctioneers; E.H. Belson, surveyor; H.T. James, lithographer.;Map shows area near Henson Road, Salisbury.;Cameron and Henzell no. 2058QSL",-27.553170,153.033951,http://hdl.handle.net/10462/deriv/410759,99183318018902061
Auchenflower Estate,"Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;R. A. Hamilton Lic. Surveyor.;Cameron Bros., Town Hall Auctioneers.;""Sale by auction on the ground on Saturday June 20th at 2.30 o'clock"";""Being subs 1 to 98 of portion 38, Parish of Enoggera""",-27.476025,152.995302,http://hdl.handle.net/10462/deriv/282083,9912339814702061
"Victoria Park Estate, Cleveland.","Plan of allotments to be sold by auction 21st May, 1888. Includes terms of sale.;Arthur Martin & Co., auctioneers; Warwick & Sapsford, Lith., Brisbane.;Map shows area bordering Bainbridge Street, near Raby Bay in what is now the suburb of Ormiston.;Cameron and Henzell no. 824QSL",-27.520676,153.248988,http://hdl.handle.net/10462/deriv/398713,99183305520602061
Pashen Estate :,"At head of title: The pick of the allotments.;Plan of allotments to be sold by auction 14th June, 1890. Includes terms of sale.;G.T. Bell, auctioneer; Watson, Ferguson & Co. Lithos.;Map shows an area including what is now Pashen St and Monmouth Streets, between what is now Riding Road and Thynne Road in Morningside.;Cameron and Henzell no. 844aQSL",-27.465051,153.066786,http://hdl.handle.net/10462/deriv/398721,99183306213202061
Plan of the township of Alexandra,"""Situated in the choicest part of the Noosa district"";Alfred Lymburner, Ld, Surveyor.;""Gympie District Land Loan and Investment Co., Ltd. ... Jas/ G. Kidgell, Secretary""",-26.398399,153.066315,http://hdl.handle.net/10462/deriv/282136,9912339784702061
"Plan of the Isedale Estate, Lutwyche.","Plan of allotments to be sold by auction July 21st [1888] . Includes terms of sale.;'The property of the Imperial Deposit Bank, Building and Investment Company Limited.';Simon Fraser & Son, auctioneers; Hamilton & Raff, surveyors; McKellar Lith.;Map shows area of Isedale St. on the border of Lutwyche and Wooloowin, Brisbane. 'Sub'n of Part 1 of Portions 192 & 195, Parish of Enoggera'.;Cameron and Henzell no. 828QSL",-27.419182,153.037753,http://hdl.handle.net/10462/deriv/398706,99183306220402061
"Greenbank Estate, Nundah.","At base of title: Being subdivision of portion 348, Parish of Toombul ...;Plan of allotments to be sold 19th July 1884.;John Cameron, auctioneer; Gordon and Gotch, litho's.;Map shows area in Nundah, Brisbane.;Cameron and Henzell no. 477QSL",-27.404734,153.056945,http://hdl.handle.net/10462/deriv/389761,99183294019702061
Alderley :,"Plan of allotments to be sold by auction on Saturday 17th June 1922.;Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows area around Alderley Avenue, Alderley.;Cameron and Henzell no. 2081QSL",-27.425145,153.005932,http://hdl.handle.net/10462/deriv/420916,99183319798802061
Racecourse being part of the Estate Brisbane racecourse,"Plan of allotments to be sold by public auction on the Grand Stand on Wednesday & Thursday, November 8th and 9th commencing at 10 o'clock each morning.;Estate is bounded by Government Road, Nudgee Road and Epsom Street. This area now forms part of the suburb of Hendra.;Printed on a beige paper with coloured writing, illustrations and border. Illustrations include racehorses, jockeys, coaches, and a jockey hat and whip.",-27.420667,153.070182,http://hdl.handle.net/10462/deriv/286401,9912325804702061
The Chelmer estate :,"Plan of allotments for sale.;John W. Todd, auctioneer; Gordon and Gotch, litho.; R. A. Hamilton, surveyor.;Map shows area in Chelmer between the Brisbane River and Railway Terrace (now Honour Ave), around Chelmer Street.;Cameron and Henzell no. 478AQSL",-27.514737,152.971110,http://hdl.handle.net/10462/deriv/389698,99183294421202061
"Drysllwyn Estate, Auchenflower.","Plan of allotments to be sold Saturday 8th May 1920.;Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows area near the intersection of Park Avenue and Milton Road Auchenflower.;Cameron and Henzell no. 2009QSL",-27.477010,152.993926,http://hdl.handle.net/10462/deriv/427689,99183346014502061
Sherwood Park Estate :,"Plan of allotments to be sold Saturday 6th December 1913.;'Being subs of Sec.╦ó  3 & 4 of Sub.╦ó 3 & 4 of Por.╦ó 22 & 24, Parish of Oxley.';Cameron Bros., auctioneers; H.T. James, lithographer.;Map shows area near Berry Street Sherwood.;Cameron and Henzell no. 820AQSL",-27.525271,152.975811,http://hdl.handle.net/10462/deriv/427696,99183346020002061
"Open View Estate, Corinda.","Plan of allotments to be sold by auction Saturday 5th May, 1923.;'Being ReSubs 160-184 of Sub A2 of ReSub 89 of Sub A of Pors 97 & 98 & Subs 1-4 of ReSub 1 of Sub 210 of ReSub 89 of Sub A of Por 98 & ReSubs 4 & 5 of Sub 2A of Sec. 2 of Por. 99, Parish of Oxley';Cameron Bors., in conjunction with Currie Turner Ltd, auctioneers; H.T. James, lithographer.;Map shows area near Hodge Street Corinda.;Cameron and Henzell no. 2120QSL",-27.536738,152.987109,http://hdl.handle.net/10462/deriv/433079,99183380621202061
Gordon Park :,"Plan of allotments to be sold by auction on Saturday November 11th 1922.;'Being subs of Resub5 of Sub B2 of ReSub2 of SubA of Por.7; & of Sub5 of Por8., Parish of Kedron.';Cameron Bros., auctioneers; F.J Charlton, surveyor; H.T. James, lithographer.;Map shows area around Beaconsfield Terrace, Gordon Park.;Cameron and Henzell no. 2097QSL",-27.415496,153.026537,http://hdl.handle.net/10462/deriv/420944,99183329513602061
"[Survey map of Spencer's Hill, Corinda].","Survey map of Spencer's Hill, Corinda. Map shows streets later named Spencer and Consort Streets near Corinda Railway Station.;'Being Resubdivisions & Subs 1 to 122 of Subs. 5 to 10 & Re-sub 2 of Sub. 1 of Por. 88 & of Re-subs.94 to 124 of Sub. 1 of Portion no. 89, Parish of Oxley.';[Harry Raff?], surveyor.;Cameron and Henzell no. 2039QSL",-27.541825,152.977828,http://hdl.handle.net/10462/deriv/433086,99183367297502061
Prospect Terrace Estate.,"Plan of allotments to be sold by auction Saturday 24th June 1922.;'Being Subs of Portions 503 to 506 & 509, Parish of Enoggera.';Cameron Bros., auctioneers; H.T. James, lithographers.;Map shows area near the corner of Windsor Road and Prospect Terrace on what is now the border between Red Hill and Kelvin Grove.;Cameron and Henzell no. 2049QSL",,,http://hdl.handle.net/10462/deriv/433068,99183375620202061
"Breezy Slopes Estate, Cannon Hill :","Plan of allotments to be sold by auction April 21st, 1923.;'Being subs of Portion 218, Parish of Bulimba.';Cameron Bros., auctioneers; E.H. Belson, surveyor; H.T. James, lithographer.;Map shows area along Keats and Shelley Streets, Cannon Hill.;Cameron and Henzell no. 2117QSL",-27.470778,153.090867,http://hdl.handle.net/10462/deriv/433082,99183380519302061
Gibraltar Estate.,"Plan of allotments to be sold by auction Saturday 26th May 1923.;B. J. Canniffe, auctioneer, R.A. Hamilton, surveyor; H.T. James, lithographer.;Map shows allotments between what is now Lower River Terrace and Vulture Street, South Brisbane.;Cameron and Henzell no. 2118QSL;Includes illustration of view across the river towards the City and sketches of South Brisbane Town Hall and the School of Arts.",-27.482911,153.028699,http://hdl.handle.net/10462/deriv/433080,99183380621302061
Groveley Lodge Estate.,"Plan of allotments to be sold Saturday 11th May 1918.;'Being Subs. of Resub. 3 of Sub. 2 of ReSub. 3 of Sub.2 of Pors. 38 & 112., Parish of Enoggera.';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows area around Nicholson Street and Groveley (now Grovely) Terrace, Mitchelton.;Cameron and Henzell no. 2048 AQSL",-27.408124,152.969888,http://hdl.handle.net/10462/deriv/433069,99183375620302061
Cracknell Hill Estate.,"Plan of allotments to be sold Saturday 17th April 1920.;'Being ReSubs of Subs of Portion 112, Parish of Yeerongpilly.';Cameron Bros., auctioneers; H.T. James, lithographer.;Map shows area near Woodville Place Annerley.;Cameron and Henzell no. 2009QSL",-27.522671,153.033934,http://hdl.handle.net/10462/deriv/427688,99183346013202061
"Insulae Park Estate, Clayfield.","Plan of allotments to be sold by auction April 17th 1920.;Thorpe & Sharp, auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area near Franz Road, Clayfield.;Cameron and Henzell no. 2029QSL",-27.418197,153.060700,http://hdl.handle.net/10462/deriv/427725,99183349404902061
"Wellington Road & Potts St., East Brisbane.","Plan of allotments to be sold Saturday 4th September 1920.;'Being Subs 1 to 6 of ReSubs 9, 10, 19 & 20 of Sub 1 of E.S.A. 131 and ReSubs 3 & 4 of Sub 2 of E.S.A. 131, Parish of Sth. Brisbane.';Cameron Bros., auctioneer; H.T. James, lithographer.;Map shows area near Wellington Road East Brisbane.;Cameron and Henzell no. 2026QSL",-27.486598,153.040696,http://hdl.handle.net/10462/deriv/427734,99183349405402061
Corinda Park Estate.,"Plan of allotments to be sold by auction Saturday July 3rd 1920.;'Being Subs of ReSub3 of Sub 1 & ReSub 3 of Sub 2 of Por 85 & ReSub 1 of Sub 1 of Portion 86, Parish of Oxley.';Cameron Bros., auctioneers; H.T. James, lithographer.;Map shows area near Allan Terrace, Corinda.;Cameron and Henzell no. 2022QSL",-27.547853,152.979603,http://hdl.handle.net/10462/deriv/427737,99183349407002061
The heights of Mount Pleasant :,"Plan of allotments to be sold by auction Saturday 28th September 1918.;'Being Subs of Pors. 180 & 181, Parish of Bulimba.';Isles, Love & Co., auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area near the intersection of Logan Road and Abbotsleigh Street Holland Park.;Cameron and Henzell no. 2100QSL",-27.513225,153.058444,http://hdl.handle.net/10462/deriv/420931,99183329821202061
O'Connor's Paddock Wilston :,"Plan of allotments to be sold Saturday 16th October 1920.;'Being Resubs 1 to 227 of Sub 1 of Por. 32, Parish of Enoggera.';Isles, Love & Co., auctioneers; H. Raff, surveyor; H.T. James, lithographer.;Map shows allotments in area bounded by Evelyn Street, Grange Road and Prince Street.;Cameron and Henzell no. 2040QSL",-27.424143,153.015894,http://hdl.handle.net/10462/deriv/433081,99183367295702061
"Rocklands Estate, Kangaroo Point.","Plan of allotments to be sold by auction on Saturday 10th February 1923.;'Being ReSubs 1 to 9 of Subs 60, 61, 72 of ESA 39 & 40, Parish of S. Brisbane.';Isles, Love & Co. Limited., auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area near the intersection of Cairns and O'Connell Streets, Kangaroo Point.;Cameron and Henzell no. 2099QSL",-27.473634,153.038832,http://hdl.handle.net/10462/deriv/433059,99183329510302061
The gem of Coorparoo.,"Plan of allotments to be sold at auction on Saturday 18th March 1922.;'Being Resubs of Sub 2 of Portion 58, Parish of Bulimba'.;Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area near St Leonards Street, Coorparoo.;Cameron and Henzell no. 2073QSL",-27.495430,153.052586,http://hdl.handle.net/10462/deriv/433058,99183319815402061
Wilson Estate.,"'Being Resubs of Subs 1 & 2 of Por 113, Parish of Yeerongpilly.';Cameron Bros., auctioneers.;Map shows allotments along Tarragindi Road Tarragindi near the intersection of Percy Street.;Cameron and Henzell no. 2101QSL",-27.521522,153.035334,http://hdl.handle.net/10462/deriv/420930,99183329820502061
"Groveley Lodge, Mitchelton :","Plan of allotments to be sold by auction Saturday 12th March 1921.;'Being Subs of ReSubs. 1 & 3 of Sub. 2 of ReSub 3 of Sub 2 of Portions 38 & 112, Parish of Enoggera.';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows area near Nicholson Street and Groveley (now Grovely) Terrace, Mitchelton.;Cameron and Henzell no. 2048QSL",-27.407888,152.970481,http://hdl.handle.net/10462/deriv/433048,99183375620502061
Glenkedron South :,"Plan of allotments to be sold Saturday 18th September 1920.;'Being subs of ReSub 2 of Sub 1 of Por 5. Kedron.';Isles, Love & Co., auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area near what is now Swan Street, Gordon Park.;Cameron and Henzell no. 2030QSL",-27.414044,153.032185,http://hdl.handle.net/10462/deriv/427727,99183349404702061
"Avonleigh Estate, Hamilton.","Plan of allotments to be sold by auction Saturday Nov.ß┤┐.19th [1921].;Charlton Elliott & Sons, auctioneers.;Map shows allotments along Alexandra Road near the intersection of Sword Steet, Hamilton.;Cameron and Henzell no. 2091QSL",-27.426962,153.058358,http://hdl.handle.net/10462/deriv/420952,99183329520202061
East Brisbane.,"Plan of allotments to be sold Saturday 10th April 1920.;'Being subs 6.7.22.23 &85 of E.S.A 77 & ReSubs 1 to 14 of Subs 68 to 71 of E S A 77 & 88, Parish of South Brisbane.';Cameron Bros., auctioneers; H.T. James, lithographer.;Map shows area near the corner of Wellington Road and Lytton Road, East Brisbane.;Cameron and Henzell no. 2003QSL",-27.480627,153.041809,http://hdl.handle.net/10462/deriv/433061,99183346017802061
"Kent Street, Teneriffe.","Plan of allotments to be sold Saturday 28th February 1920.;'Being Resubs 1 to 6 & Sub A of ReSub 1 of Sub╦ó 20 to 23 of Sec. 4 of E.S. Allot 53, Parish of North Brisbane.';Cameron Bros., auctioneers; J. Wynne Townson, surveyors; H.T. James, lithographer.;Map shows allotments along Kent Street, Teneriffe.;Cameron and Henzell no. 2000QSL",-27.456022,153.045634,http://hdl.handle.net/10462/deriv/427695,99183346019602061
"Donaldson Estate, Corinda.","Plan of allotments to be sold Saturday 10th July 1920.;'Being Subs of secs of Pors 99 & 100, Parish of Oxley.';Blocksidge & Ferguson, Ltd., auctioneers; H.T. James, lithographer.;Map shows area near Nelson Street, Corinda and also along Jerrold Street, Sherwood.;Cameron and Henzell no. 2023QSL",-27.540272,152.984412,http://hdl.handle.net/10462/deriv/427736,99183349406902061
"Plan of allotments in Sections 129, 130, and 131, town of Cleveland, parish of Cleveland, County of Stanley.","Plan of allotments to be sold at auction, as perpetual leases, on Saturday 18th December, 1920.;C.H. Baird, surveyor.;Map shows allotments along Shore Street North, Cleveland.;Cameron and Henzell no. 2114QSL",-27.512749,153.289179,http://hdl.handle.net/10462/deriv/433071,99183380021102061
Ivanhoe Estate :,"Plan of allotments to be sold Saturday 24th April 1920.;'Being subs of Resub 2 of Sub 2 of Por 6, Parish of Enoggera.';Cameron Bros., auctioneers; H.T. James, lithographer.;Map shows area near Pickering Street, Enoggera.;Cameron and Henzell no. 2005QSL",-27.417569,152.993079,http://hdl.handle.net/10462/deriv/427693,99183346017402061
Stamford Hill.,"Plan of allotments to be sold by auction Saturday 30th May 1925.;'Being subs & ReSubs of Por╦ó. 46 & 47, Parish of Indooroopilly.';Isles, Love & Co. Limited, auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area around Coonan Street, Indooroopilly.;Cameron and Henzell no. 2115QSL",-27.495563,152.976347,http://hdl.handle.net/10462/deriv/433064,99183380521302061
"Mayne Estate, Paddington :","Plan of allotments to be sold by auction Saturday 24th July 1920.;'Being ReSubs 1 to 10 of Subs 20, 21 & 22 and 32 to 37 of Por. 210: & Subs of Por's 203 & 210, & 215 Parish of Enoggera..';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area near Hall Street, Paddington.;Cameron and Henzell no. 2019QSL",-27.462912,153.006318,http://hdl.handle.net/10462/deriv/427739,99183349408202061
Gordon Park :,"Plan of allotments to be sold by private sale.;'Being ReSubs of Sub 5 of Portion 8, Parish of Kedron.';Cameron Bros., auctioneers; F.J. Charlton, surveyor; H.T. James, lithographer.;Map shows area near Montrose Street, Gordon Park.;Cameron and Henzell no. 2017QSL",-27.420410,153.024219,http://hdl.handle.net/10462/deriv/427733,99183349408502061
Gordon Park :,"Plan of allotments to be sold by auction on Saturday 7th April 1923.;'Being Subs of ReSub 5 of Sub B & of ReSub 2 of Sub A of Portion 7, Parish of Kedron.';Cameron Bros., auctioneers, F. J. Charlton, surveyors; H.T. James, lithographer.;Map shows allotments along Beaconsfield Terrace, Richmond Road and Khartoum Street, Kedron Park.;Cameron and Henzell no. 2116QSL",-27.413991,153.027138,http://hdl.handle.net/10462/deriv/433085,99183380519802061
East Brisbane river frontages :,"Plan of allotments to be sold by auction Saturday June 19th 1920.;'Being subs 1 to 5 of ReSub 3 of Sub 1ß┤¼ & Subs 8 to 13 of ReSubs A & B of Sub 2 of Pors. 6ß┤¼ & 7ß┤¼, Bulimba.';Cameron Bros, auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows area along what is now known as Wynnum Road, Norman Park.;Cameron and Henzell no. 2016QSL",-27.475671,153.051900,http://hdl.handle.net/10462/deriv/427740,99183349408802061
Crest of Sherwood Estate.,"Plan of allotments to be sold by auction Saturday 23rd June 1923.;'Being Subs 60 to 86 & 90 to 106 & ReSubs 1 & 2 of Subs 54 to 59 of Portion 117, Parish of Oxley.';Cameron Bros., auctioneers; J. Wynne Townson, surveyor; H.T. James, lithographer.;Map shows area near Dudley Street Sherwood.;Cameron and Henzell no. 2121QSL",-27.530387,152.975848,http://hdl.handle.net/10462/deriv/433078,99183380620902061
Clayfield :,"Plan of allotments to be sold on Saturday 4th December 1920.;'Being sub 59 & ReSubs 1 to 6 of Subs 55 to 58 of Por. 92 Toombul.';Cameron Bros., auctioneers; H.T. James, lithographer.;Map shows area near the corner of Sandgate Road and Butler Street, Ascot.;Cameron and Henzell no. 2038QSL",-27.427969,153.049598,http://hdl.handle.net/10462/deriv/433087,99183367298002061
"Cable Hill Estate, Southport.","Plan of allotments to be sold by auction Saturday, December 27th [1902].;'Being Re-Subdivisions of Subdivisions 1 to 9 of Section 11 of Portion 45, Parish of Nerang.';Cameron Bros., auctioneers; R.A. Hamilton, surveyors.;Map shows area around Charlton Street, Southport.;Cameron and Henzell no. 2053QSL",-27.979691,153.413231,http://hdl.handle.net/10462/comp/9418,99183375619902061
Mount Glorious Crest Estate :,"'Being subs of Portion 9╦à, Parish of Parker';Yates and Jones, draftsmen; McInnes & Manning, surveyors.;Map shows area along what is now Mt Glorious Road.;Cameron and Henzell no. 2063QSL",-27.333937,152.763270,http://hdl.handle.net/10462/deriv/420920,99183319820102061
[Survey map of Resubdivisions 1 to 84 of Sub 4 of Por. 114...],"Title continues: & of Re-subs. 359 to 372 of Sub 2┬¬ of Portion Nos. 113 & 114, County of Stanley, Parish of Bulimba.;[Harry Raff?], surveyor.;Map appears to be survey map for area near Cavendish Road, Coorparoo.;Cameron and Henzell no. 2123AQSL;Handwritten on verso 'Mr Brentnall, Coorparoo'.QSL.",,,http://hdl.handle.net/10462/deriv/433066,99183380620602061
Thrifty Estate. Lindum.,"'Being Re-subdivision of Subs 1 to 8 of Por. 146: Parish of Tingalpa.';T.T.T. Long, vendor; Cameron Bros., auctioneers; F. Cunninghame & Co. Ltd., lithographers.;Map shows area near the intersection of Kianwah, [Kianawah], and Wynnum Roads, Wynnum West.;Cameron and Henzell no. 2104QSL",-27.461960,153.142253,http://hdl.handle.net/10462/comp/8718,99183329817102061
"Breezy Slopes Estate, Cannon Hill :","Plan of allotments to be sold by auction Saturday April 14th, 1923.;'Being Subs of Portion 218, Parish of Bulimba.';Cameron Bros., of auctioneers; E.H. Belson, surveyors; H.T. James, lithographer.;Map shows allotments along Keats and Shelley Street, Cannon Hill.;Map shows sold allotments coloured in pink.;Cameron and Henzell no. 2117QSL",-27.470778,153.090867,http://hdl.handle.net/10462/deriv/433083,99183380519502061
Plan of the Thompson Estate :,"Plan of allotments to be sold by public auction Saturday November 19 [1881].;'Being subdivisions 1 to 434, portions 176 &177, Parish of South Brisbane'.;John Cameron, auctioneer; Hamilton & Raff, surveyors; Warwick & Sapsford, lithographers.;Map shows area bounded by what is now O'Keefe Street, Juliette Street, Ipswich Road and Norman Creek.;Cameron and Henzell no. 295AQSL",-27.500340,153.039476,http://hdl.handle.net/10462/deriv/427686,99183341290002061
"Given Terrace Estate, Paddington.","Plan of allotments to be sold by auction Saturday 21st August 1920.;'Being Subs of Por 218, Enoggera.';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area near Central Avenue Paddington.;Cameron and Henzell no. 2024QSL",-27.461494,152.999795,http://hdl.handle.net/10462/deriv/427735,99183349406102061
"5 choice residential sites, New Farm.","Plan of allotments to be sold by auction Tuesday 27th April 1920.;'Being subs of Section 1 of Sub B of E.S.A. 21. North Brisbane.';Cameron Bros, auctioneers; H.T. James, lithographer.;Map shows allotments along Welsby Street New Farm.;Cameron and Henzell no. 2013QSL",-27.467057,153.047858,http://hdl.handle.net/10462/deriv/427742,99183349409202061
"Ferry Estate, St Lucia.","Plan of allotments to be sold at auction Saturday 29 July 1922.;'Being Resubs of Subs of Portions 9 & 10 Parish of Indooroopilly.';Thorpe & Sharp in conjunction with R.T. Stephens & Gatward, auctioneers; McInnis & Manning,surveyors; H.T. James, lithographer.;Map shows allotments for sale along Depper Street near the intersection of Brisbane Street, St. Lucia.;Cameron and Henzell no. 2089QSL",-27.496848,153.000897,http://hdl.handle.net/10462/deriv/420935,99183329014802061
"Grovely Lodge Estate, Mitchelton :","Plan of allotments to be sold 10th June 1922.;'Being Subs of ReSub 1 of Sub 2. of ReSubs 3 of Sub 2 of Por╦ó. 38 & 282, Parish of Enoggera.';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area near Oxford Park Railway Station.;Cameron and Henzell no. 2032QSL",-27.404200,152.971584,http://hdl.handle.net/10462/deriv/427744,99183358521102061
